Online boarding,Type of Travel,Inflight wifi service,Class,Customer Type,Inflight entertainment,Seat comfort,Checkin service,Cleanliness,Leg room service,Departure/Arrival time convenient,Ease of Online booking,Gate location,On-board service,Food and drink,Inflight service,Baggage handling,Departure Delay in Minutes,satisfaction
4,0,3,0,0,5,4,4,4,5,3,3,3,5,5,5,5,50,1
4,0,4,0,1,2,2,1,2,1,4,4,5,5,2,1,3,0,1
3,1,3,1,0,3,3,2,3,2,3,3,4,1,3,2,5,0,0
3,0,3,1,1,1,1,1,1,3,3,3,3,3,1,4,3,70,0
3,0,3,1,0,3,3,1,3,5,1,1,1,1,3,3,4,29,0
2,0,2,0,1,4,4,5,4,3,2,2,3,3,4,5,5,0,0
3,0,2,1,0,2,2,5,5,2,5,5,5,2,4,2,2,0,1
3,0,4,2,0,4,4,2,2,4,5,5,5,4,4,4,4,0,0
2,0,2,0,0,1,2,2,2,5,2,2,2,2,2,3,1,0,1
4,1,3,2,0,5,5,3,3,0,4,0,3,5,4,5,5,8,0
4,0,4,0,0,3,5,3,3,4,4,4,4,3,5,3,3,0,1
2,0,2,0,0,2,2,3,2,4,4,4,4,3,2,3,4,1,0
3,1,3,0,0,4,4,5,4,2,0,3,4,4,4,4,3,0,0
3,1,3,2,0,1,1,2,1,3,3,3,1,5,1,5,4,0,0
4,1,4,2,0,5,4,4,4,4,3,4,3,5,3,5,3,0,0
4,0,4,0,0,3,4,4,4,3,1,3,1,4,4,3,4,0,0
4,0,2,0,0,2,4,2,1,2,4,4,4,2,1,2,2,14,0
5,1,5,1,0,5,2,2,5,4,3,5,4,3,5,3,3,0,1
5,0,2,0,0,5,5,4,4,5,2,2,2,5,5,5,5,9,1
5,0,3,0,0,4,5,5,4,4,3,3,3,4,4,4,4,0,1
5,0,4,0,0,4,5,3,3,4,4,3,4,4,3,4,4,0,1
5,0,5,0,0,4,4,5,3,4,5,5,5,4,5,4,4,57,1
5,0,5,1,1,5,5,1,5,2,5,5,2,1,5,2,5,0,1
0,1,1,1,0,1,1,4,1,2,5,0,2,3,1,4,5,0,0
0,1,2,1,0,5,2,3,5,2,4,0,3,4,5,4,4,6,0
4,0,5,0,0,4,5,4,5,4,5,5,5,4,2,4,4,4,1
2,0,2,1,1,3,3,1,3,2,1,2,4,4,3,3,3,0,0
4,1,2,1,0,5,5,3,3,2,4,2,4,5,2,5,5,2,0
4,0,4,0,0,4,5,5,4,4,4,4,4,4,3,4,4,0,1
3,0,2,1,1,3,3,3,3,2,3,3,4,2,3,4,4,0,0
1,0,2,1,0,2,2,2,2,1,3,3,3,2,2,3,3,0,0
1,1,1,1,0,5,5,5,5,5,4,1,1,5,5,5,5,3,0
4,0,2,0,0,5,5,4,5,5,2,2,2,5,5,5,5,79,1
2,0,2,0,0,2,2,4,2,2,5,5,5,2,2,4,4,129,0
4,0,4,1,0,4,3,3,4,3,5,5,5,1,4,4,3,14,0
5,0,4,0,0,2,2,1,1,2,4,4,4,2,1,2,2,0,1
3,1,3,1,0,1,3,2,1,4,3,3,3,2,1,3,2,0,0
2,1,2,1,0,4,5,3,4,3,5,2,3,5,4,5,4,7,0
5,0,5,1,0,4,4,5,4,2,4,4,4,4,4,1,5,12,1
2,1,2,1,0,5,4,3,5,5,4,2,2,3,5,4,4,5,0
2,0,2,1,1,1,1,3,1,5,0,2,2,5,1,5,4,15,0
3,1,3,2,0,2,2,4,2,5,4,3,2,3,2,5,5,0,0
4,0,2,1,0,3,4,1,2,2,2,2,2,3,4,3,3,34,0
3,0,2,1,1,1,1,5,1,2,5,3,2,2,1,4,3,1,0
4,0,4,2,0,5,5,1,5,1,5,5,5,4,5,2,2,17,0
3,0,2,1,1,3,3,3,3,3,2,2,4,4,2,3,4,0,0
4,0,4,2,0,5,5,1,5,2,5,5,5,1,5,5,5,6,1
0,0,0,1,1,3,3,4,3,3,4,0,3,4,3,5,5,18,1
5,0,5,0,0,3,5,5,5,4,5,5,5,5,5,4,5,146,1
4,1,4,1,0,2,2,1,2,3,1,4,2,1,2,3,3,0,0
2,0,2,2,1,1,1,1,1,4,2,2,4,1,1,3,3,76,0
3,1,3,1,0,5,5,2,5,2,3,3,3,4,5,4,4,122,0
2,0,4,0,0,2,2,4,2,3,4,4,4,5,2,5,4,0,1
2,0,2,1,0,2,2,3,2,3,3,3,3,1,2,4,4,0,0
1,0,4,1,0,4,2,1,5,4,2,2,2,4,5,4,4,0,1
5,0,3,0,0,5,4,5,5,5,3,3,3,5,2,5,5,27,1
5,0,1,0,0,4,2,2,5,4,1,1,1,4,4,4,4,0,1
4,0,2,0,0,4,4,4,3,4,2,2,2,4,2,4,4,45,1
3,0,3,1,1,5,5,3,5,3,5,3,5,5,5,4,5,0,0
4,0,4,1,1,4,4,3,4,3,4,4,2,5,4,2,5,25,1
5,0,3,0,0,5,1,2,4,5,3,5,3,5,2,5,5,0,1
3,0,3,0,0,3,3,3,2,2,2,2,2,3,2,3,3,5,0
2,0,2,1,0,2,2,4,2,1,4,4,4,1,2,4,4,15,0
1,1,1,1,0,3,5,4,3,1,3,1,4,2,3,3,3,0,0
5,0,5,0,0,5,4,4,5,5,1,5,5,5,2,5,5,0,1
4,1,3,1,0,4,4,3,4,3,3,4,1,4,4,4,4,2,0
4,1,4,1,0,1,1,4,1,4,5,4,3,3,1,4,4,0,0
4,0,4,1,0,4,4,4,4,4,4,4,4,3,4,2,1,0,0
5,1,1,1,0,1,1,4,1,2,5,5,1,5,1,3,4,35,0
1,0,1,1,0,1,1,2,1,4,4,4,4,2,1,3,3,0,0
2,1,2,1,0,2,2,5,2,3,4,2,2,5,2,5,5,52,0
3,1,3,1,0,1,1,3,1,4,5,3,3,5,1,5,5,1,0
2,0,2,1,1,2,2,2,2,3,2,2,5,2,2,5,4,31,0
3,0,3,1,1,4,4,1,4,5,3,3,4,1,4,3,4,49,0
4,0,0,0,0,1,5,4,5,1,0,0,2,1,4,1,1,0,1
2,1,2,1,0,3,3,3,3,4,3,2,1,5,3,3,2,9,0
4,0,4,0,1,1,1,4,1,3,4,4,5,3,1,4,5,0,1
2,1,2,1,0,4,1,1,4,5,2,2,4,3,4,3,3,16,0
4,0,4,0,0,4,3,1,1,5,4,4,4,4,2,4,4,0,1
1,1,1,1,0,5,5,5,5,2,4,1,1,3,5,4,4,0,0
3,0,3,0,1,4,4,4,4,5,3,3,2,5,4,4,4,0,1
4,0,1,0,0,1,4,1,2,1,1,1,1,1,3,1,1,0,0
3,0,3,0,0,3,3,3,3,2,2,5,5,4,3,3,3,0,0
3,0,3,1,0,3,3,1,2,3,5,5,5,3,4,3,3,0,0
1,0,4,2,0,4,2,4,5,4,3,5,5,4,2,4,4,0,1
2,0,2,2,0,2,2,4,2,2,5,5,5,3,2,3,4,0,0
3,1,3,1,0,4,4,3,4,3,4,3,4,2,4,3,3,0,0
3,1,3,1,0,4,4,3,4,2,4,3,2,5,4,5,5,0,0
2,1,2,1,0,4,4,5,4,2,4,2,3,5,4,4,5,1,0
1,0,0,0,0,1,4,2,3,1,5,0,2,1,2,1,1,16,1
2,1,2,1,0,2,2,4,2,5,4,2,3,5,2,5,4,0,0
0,0,0,1,1,2,2,5,2,3,2,0,4,5,2,1,3,0,1
1,0,2,1,1,5,5,2,5,5,2,1,3,4,5,4,3,8,0
1,0,4,0,0,5,5,5,3,5,4,4,4,5,1,5,5,0,1
3,0,3,0,1,5,5,3,5,2,3,3,5,4,5,4,5,27,0
3,0,3,1,1,5,5,3,5,2,3,3,3,4,5,4,4,0,0
4,0,1,0,0,5,4,5,5,5,1,1,1,5,5,5,5,0,1
3,0,3,1,0,3,3,4,3,4,2,2,2,1,3,2,2,0,1
5,0,5,1,0,5,3,2,5,5,2,2,2,5,5,5,4,0,1
2,0,2,1,1,5,5,3,5,1,3,3,3,3,5,2,3,78,0
4,0,3,0,0,4,4,4,4,4,3,3,3,4,4,4,5,15,1
4,0,5,0,0,4,4,4,3,5,5,5,5,4,4,4,4,0,1
5,1,5,2,0,5,5,4,5,1,3,5,5,1,5,4,2,0,1
2,0,1,0,0,5,4,4,5,5,1,1,1,5,1,5,5,0,1
4,1,4,1,0,2,2,5,2,3,4,4,1,4,2,5,4,0,0
4,1,3,1,0,3,4,2,3,4,5,4,4,3,3,3,2,0,0
4,1,4,1,0,3,3,3,3,1,3,4,4,4,3,4,3,6,0
1,0,1,0,1,1,5,5,1,5,1,1,3,5,1,5,4,0,0
1,1,1,1,0,1,1,2,1,1,2,1,4,2,1,4,4,1,0
3,0,3,2,1,1,1,4,1,1,3,3,3,4,1,3,2,15,0
5,0,5,0,0,4,5,5,3,4,5,5,5,4,5,4,4,0,1
4,0,4,0,1,2,2,5,2,5,3,4,2,5,2,5,4,0,1
3,0,1,0,0,1,4,1,3,1,5,5,5,1,1,1,1,55,0
2,0,2,0,1,1,1,3,1,4,1,2,3,2,1,3,4,0,0
3,0,3,0,0,3,4,2,3,3,1,1,1,3,2,3,3,2,0
3,1,3,1,0,4,4,3,4,2,5,3,1,3,4,5,5,0,0
4,1,4,1,0,5,5,3,5,3,3,4,4,3,5,4,3,2,1
5,0,5,0,0,4,4,2,4,2,5,5,5,1,4,5,5,0,1
3,0,1,1,0,1,3,2,1,1,1,1,1,1,4,1,1,22,0
5,0,5,0,0,5,5,5,4,5,5,5,5,5,3,5,5,0,1
4,0,4,0,1,2,2,5,2,3,4,4,1,4,2,5,4,0,0
4,0,3,0,0,5,4,4,4,5,4,3,3,5,5,5,5,0,1
1,0,1,0,1,1,1,3,1,2,1,1,3,1,1,4,3,12,0
0,1,2,2,0,3,3,3,3,4,4,0,2,4,3,5,4,9,0
2,0,2,1,1,5,5,2,5,2,2,2,4,2,5,4,4,22,0
3,0,3,0,1,2,5,4,2,4,4,3,2,3,2,4,5,6,0
4,0,2,0,0,4,2,2,4,4,2,2,2,4,2,4,4,4,1
3,0,3,1,0,3,3,4,3,4,4,4,4,3,3,3,4,0,0
3,1,3,1,0,3,3,3,3,4,4,3,2,5,3,4,5,2,0
2,1,2,1,0,3,3,3,3,5,5,2,1,3,3,4,5,0,0
5,1,4,1,0,5,4,4,5,4,5,4,3,5,3,5,5,0,0
1,0,1,0,0,1,2,3,1,1,1,3,1,1,5,1,1,0,0
5,1,4,0,0,4,5,5,3,4,4,4,1,4,3,4,4,3,0
5,1,2,1,0,2,4,3,3,2,5,2,1,2,4,2,2,0,0
2,1,3,1,0,3,2,5,3,3,4,3,3,3,1,3,3,0,0
5,0,5,0,0,5,4,4,5,2,5,5,5,4,5,3,5,0,1
2,0,2,1,1,4,4,2,4,5,0,2,4,5,4,3,1,31,0
2,1,2,1,0,4,4,3,4,4,4,2,4,4,4,5,4,24,0
5,0,5,2,0,5,5,4,5,2,3,3,3,4,5,3,4,0,1
3,0,3,1,0,3,3,2,3,3,4,1,4,3,3,3,4,29,0
1,0,1,2,1,4,4,3,4,5,1,1,3,3,4,3,4,0,0
4,0,3,1,1,4,1,1,4,4,4,4,3,2,4,2,2,45,0
2,1,2,1,0,4,4,4,4,3,4,2,2,3,4,5,4,0,0
3,0,1,0,0,5,5,1,5,5,1,1,1,5,2,5,3,0,1
4,0,3,0,0,3,4,3,3,3,3,3,3,3,3,3,3,0,0
4,0,4,1,0,4,2,4,4,4,4,2,2,4,1,4,4,15,1
5,0,5,0,0,4,5,4,4,5,5,5,5,4,5,4,4,0,1
4,1,3,1,0,1,1,3,1,3,4,4,2,5,1,5,4,0,0
3,1,2,1,0,2,3,4,3,2,4,2,4,2,5,2,2,2,0
5,0,5,1,1,3,4,5,3,5,5,5,5,4,3,4,4,21,1
3,0,2,0,0,2,3,3,1,2,4,4,4,2,2,2,2,0,0
4,1,4,1,0,5,5,4,5,3,5,4,4,4,5,4,4,0,1
5,0,2,0,0,5,5,3,5,2,2,2,2,2,5,4,4,62,1
4,0,3,0,0,4,5,3,4,4,3,3,3,4,5,4,4,23,1
4,0,4,1,0,3,3,5,3,1,4,4,4,4,3,1,3,0,1
4,0,5,0,0,5,5,5,4,5,5,5,5,5,3,5,5,43,1
5,0,1,0,0,4,5,4,4,4,1,1,1,4,2,4,4,0,1
3,1,3,2,0,4,4,2,4,2,0,3,4,4,4,4,3,10,0
4,0,4,0,0,4,4,4,4,4,5,5,5,2,4,4,4,164,0
5,0,5,1,1,2,2,3,2,4,0,5,5,3,2,5,5,0,1
3,0,3,0,1,4,4,4,4,2,3,3,4,3,4,5,4,3,0
3,0,3,0,0,3,3,4,3,1,5,5,5,1,3,3,3,0,0
5,1,3,1,0,4,5,4,3,3,5,3,5,4,5,4,5,0,0
5,0,5,1,0,5,3,4,5,3,4,4,4,5,5,2,4,0,1
3,1,3,1,0,3,3,3,3,5,5,3,5,5,3,4,4,20,0
2,0,2,0,0,2,2,2,2,1,1,3,1,1,2,3,4,0,0
5,0,2,0,0,5,5,3,4,5,2,2,2,5,3,5,5,0,1
5,0,2,0,0,5,1,2,5,5,2,2,2,5,5,5,5,0,1
5,0,3,0,0,4,4,3,5,4,3,2,3,4,5,4,4,3,1
3,1,2,1,0,5,3,3,3,3,5,2,3,3,2,4,4,36,0
2,0,2,1,1,5,5,2,5,1,4,2,3,2,5,3,3,10,0
4,1,2,1,0,2,4,4,2,5,4,5,3,2,1,2,4,0,0
2,1,3,1,0,2,2,4,2,4,5,2,1,5,2,5,4,59,0
4,0,4,0,0,4,4,1,4,5,4,4,4,4,4,3,4,0,0
1,0,1,0,0,1,1,1,2,1,4,4,4,1,3,1,1,117,0
4,1,1,0,0,2,4,3,3,1,5,1,1,2,4,2,2,3,0
2,1,2,2,0,2,2,2,2,5,4,2,2,2,2,3,5,6,0
2,1,2,1,0,5,5,3,5,3,4,2,3,5,5,4,4,7,0
1,0,1,0,0,1,1,1,1,5,1,1,1,3,1,3,4,41,0
2,0,2,0,1,4,4,3,4,4,2,2,3,3,4,5,5,0,0
4,1,3,1,0,3,3,3,3,2,5,4,1,4,3,5,5,0,0
2,1,2,1,0,3,5,5,3,2,5,2,4,3,3,5,5,8,0
5,0,2,0,0,4,5,3,4,4,2,4,2,4,5,4,5,46,1
5,0,5,0,0,4,4,4,4,3,5,5,5,3,4,5,5,0,1
5,0,4,0,0,4,5,5,3,4,4,4,4,4,3,4,4,16,1
5,0,1,0,0,3,5,5,4,3,1,1,1,3,3,3,3,0,1
2,1,2,1,0,3,3,4,3,5,4,2,4,3,3,5,4,0,0
4,0,2,0,0,4,4,4,4,4,2,2,2,1,4,5,3,43,1
4,1,4,1,0,5,5,4,5,1,1,4,4,4,5,4,4,0,0
2,0,1,1,0,1,3,4,1,1,2,2,2,1,2,1,1,12,0
3,0,1,0,0,1,4,2,4,1,3,3,3,1,1,1,1,0,0
4,0,2,0,0,4,4,3,4,2,2,2,2,4,4,4,4,0,1
3,0,1,0,0,3,3,3,1,3,2,2,2,3,4,3,1,47,0
5,0,2,0,0,5,5,2,5,3,2,2,2,5,5,5,5,0,1
5,0,1,0,0,5,5,4,3,5,3,1,1,5,2,5,5,0,1
1,0,1,1,0,1,2,3,1,2,3,3,3,2,1,4,3,0,0
4,0,4,1,1,4,4,3,4,3,2,4,4,4,4,3,3,20,0
2,1,2,1,0,3,3,5,3,4,4,2,1,5,3,2,1,0,0
4,0,1,0,0,3,4,3,4,4,1,1,1,3,2,3,3,0,1
1,0,1,0,0,4,1,1,1,4,3,3,3,4,1,2,4,2,0
3,0,2,0,0,2,3,2,1,2,3,3,3,2,4,2,2,0,0
3,0,1,0,0,3,4,3,3,3,1,1,1,3,2,3,3,66,1
3,1,3,1,0,3,3,3,3,5,1,3,2,3,3,2,1,0,0
2,0,2,1,0,2,2,4,2,5,2,3,2,2,2,3,3,12,0
0,0,5,0,1,3,3,3,3,1,0,5,5,1,3,5,3,17,1
5,0,2,0,0,5,4,4,3,5,2,2,2,5,4,5,5,0,1
4,0,3,0,0,5,5,4,5,5,3,3,3,4,5,4,4,0,1
4,0,4,1,0,4,5,3,4,4,3,3,3,4,4,4,4,0,1
3,0,1,0,0,4,3,2,4,4,1,1,1,4,4,4,4,0,1
5,0,1,0,0,4,5,4,4,4,1,1,1,4,4,4,4,0,1
3,0,3,0,0,3,2,2,2,3,1,4,4,3,4,3,3,9,0
5,0,5,2,1,5,5,4,5,3,0,5,3,2,5,1,3,0,1
5,0,4,0,0,5,5,5,5,2,4,3,4,1,5,4,3,0,1
4,0,2,0,0,2,3,2,1,2,2,5,2,2,4,2,2,16,0
4,0,3,0,0,2,4,1,1,3,5,5,5,2,5,2,3,0,0
4,0,1,0,0,5,5,3,4,5,1,3,1,5,3,5,5,0,1
2,0,2,1,1,5,5,1,5,1,2,2,4,4,5,4,5,0,0
2,0,2,1,1,4,4,3,4,3,2,2,4,3,4,3,3,24,0
1,0,1,0,1,2,2,4,2,2,1,1,4,3,2,5,4,0,0
1,0,5,0,0,4,5,1,1,4,5,5,5,4,1,4,4,14,1
1,1,1,2,0,2,2,3,2,4,5,1,3,5,2,4,5,62,0
5,0,2,0,0,4,5,5,5,4,2,2,2,4,4,4,4,6,1
4,1,3,1,0,2,3,1,3,3,4,3,4,2,2,2,3,12,0
2,0,2,1,0,2,2,4,2,2,2,2,2,4,2,3,2,0,0
1,0,1,1,1,3,3,3,3,3,1,1,3,3,3,3,4,0,0
4,0,4,0,1,1,1,3,1,2,4,4,4,4,1,4,5,1,0
5,0,5,0,0,5,5,3,5,5,3,5,5,3,5,4,4,4,1
1,0,1,1,0,1,1,2,1,1,4,4,4,1,1,4,3,26,0
4,0,3,0,0,4,4,3,5,4,3,3,3,4,3,4,4,2,1
3,0,3,1,0,3,3,4,3,1,4,3,4,2,3,2,2,0,0
3,0,3,0,1,1,1,4,1,5,3,3,5,4,1,4,5,0,0
1,0,1,2,1,5,2,4,5,5,1,1,3,2,5,3,3,0,0
3,1,3,1,0,1,1,3,1,3,3,3,2,1,1,3,2,20,0
4,0,4,0,1,4,4,4,4,3,5,4,4,5,4,4,3,10,0
4,1,4,1,0,3,3,3,3,5,5,4,2,3,3,4,4,0,0
3,0,3,1,0,3,3,3,3,3,2,2,2,3,3,3,4,0,0
3,1,3,0,0,2,3,1,4,3,2,3,3,2,3,2,2,11,0
4,0,4,1,0,4,4,1,4,4,3,3,3,4,4,4,3,17,0
4,0,4,0,0,4,3,3,1,4,2,2,2,4,3,4,4,29,0
4,0,4,2,0,4,4,3,4,1,4,4,4,1,4,3,1,81,1
4,1,2,1,0,5,4,4,4,3,5,3,5,5,4,5,5,1,0
5,0,5,1,0,5,5,3,5,4,5,5,5,1,5,3,4,81,1
3,1,3,1,0,4,1,1,4,4,1,3,4,3,4,4,4,18,0
4,0,5,0,0,4,4,3,4,5,5,3,5,4,4,5,4,0,1
5,0,4,0,0,5,5,5,5,5,4,4,4,5,5,5,5,6,1
4,0,4,0,0,4,4,4,5,4,4,4,4,4,2,4,4,0,1
4,0,1,0,0,5,5,4,5,5,1,1,1,5,5,5,5,0,1
3,1,3,1,0,4,4,2,4,1,2,3,3,2,4,3,2,0,0
2,0,2,1,0,2,2,3,2,1,1,1,1,2,2,4,4,10,0
4,0,4,1,0,4,2,2,1,4,3,3,3,4,5,4,4,82,1
4,0,2,0,0,2,4,1,2,2,3,2,3,2,2,2,2,0,0
4,0,5,0,1,1,4,4,4,2,3,5,3,1,5,2,1,398,1
4,0,4,0,1,2,2,3,2,3,0,4,3,4,2,5,4,8,1
2,0,3,0,0,2,3,1,2,3,5,5,5,2,2,3,4,1,0
4,0,4,1,1,3,3,1,3,2,4,4,4,2,3,3,3,40,0
2,0,2,2,0,2,5,4,3,2,1,1,1,2,5,2,2,0,1
3,0,3,1,1,2,5,1,2,4,3,3,4,2,2,3,3,4,0
5,0,2,0,0,4,5,3,4,4,2,2,2,4,2,4,4,0,1
2,0,2,0,1,5,5,3,5,3,2,2,3,4,5,4,4,0,0
1,0,0,0,0,3,2,1,1,3,4,0,4,3,3,3,3,0,1
1,0,1,0,0,1,1,4,1,3,2,4,2,1,1,4,4,0,0
4,0,5,0,0,5,4,5,5,5,5,5,5,5,2,5,5,3,1
4,1,2,1,0,4,5,5,3,2,5,2,4,4,3,4,4,0,0
4,0,5,0,0,4,4,4,3,4,5,5,5,4,2,4,4,0,1
4,0,3,0,0,5,4,4,4,5,3,3,3,5,3,5,5,0,1
2,1,2,1,0,2,2,3,2,4,4,2,4,5,2,5,4,26,0
4,0,2,0,0,4,5,5,3,4,2,2,2,4,3,4,4,0,1
5,0,5,1,0,5,5,2,5,2,3,3,3,5,5,5,4,14,1
4,0,3,0,0,4,4,5,3,4,3,3,3,4,4,4,4,12,1
4,0,2,0,0,2,4,4,3,2,5,5,5,2,2,2,2,44,0
4,0,3,0,0,4,1,3,3,4,3,3,3,4,5,4,4,0,1
5,0,5,2,0,5,4,5,5,2,1,1,1,5,5,3,4,13,1
5,1,3,0,0,3,5,5,3,3,5,3,2,3,5,3,3,0,0
3,0,3,0,1,1,1,4,1,4,3,3,4,5,1,5,4,0,0
5,0,5,0,0,5,5,2,5,3,5,5,5,3,5,3,2,0,1
5,0,5,1,1,1,1,4,1,3,5,5,3,2,1,3,5,0,1
4,0,1,0,0,4,5,5,4,4,1,1,1,4,3,4,4,0,1
1,1,3,1,0,4,4,3,4,5,2,1,4,1,4,3,3,0,0
1,0,5,1,0,5,4,5,1,5,5,1,5,5,5,5,5,0,1
2,0,2,0,0,2,2,4,2,2,5,5,5,1,2,3,4,0,0
1,0,1,1,1,1,1,4,1,3,4,1,4,2,1,1,5,5,0
4,0,3,0,0,5,4,5,3,5,3,4,3,5,2,5,5,0,1
4,0,3,0,0,5,4,5,5,5,3,3,3,5,4,5,5,0,1
2,1,2,1,0,2,5,3,2,5,4,2,3,1,2,4,3,12,0
2,1,2,1,0,3,3,5,3,4,5,2,5,4,3,4,4,0,0
3,0,3,1,1,1,1,1,1,2,5,3,2,4,1,5,2,0,0
4,1,2,1,0,3,5,5,5,2,4,2,3,3,2,3,3,10,0
5,0,5,0,0,5,5,1,5,5,5,5,5,3,5,1,5,3,1
4,1,0,1,0,3,5,5,5,0,4,0,4,3,2,3,3,0,1
3,0,3,1,1,1,1,2,1,2,1,3,4,2,1,3,3,3,0
1,1,1,1,0,4,4,3,4,1,5,1,1,2,4,3,3,4,0
2,0,3,0,0,3,3,2,1,3,4,4,4,3,4,3,3,48,0
2,1,2,2,0,5,5,5,5,4,4,2,2,4,5,5,4,2,0
2,1,3,1,0,4,4,4,4,3,2,2,3,3,4,4,3,12,0
3,0,3,0,0,3,3,2,3,2,5,5,5,1,3,4,4,0,0
5,1,4,2,0,4,4,1,4,2,2,5,4,3,4,3,3,0,0
3,1,3,1,0,4,4,5,4,2,4,3,5,5,4,5,4,7,0
2,0,1,0,0,5,1,4,5,5,1,1,1,5,5,5,5,0,1
5,0,3,0,0,5,5,5,5,2,3,3,3,5,5,5,4,9,1
4,0,5,0,0,3,4,4,4,4,5,5,5,2,4,5,5,0,1
0,1,1,1,0,3,3,4,3,4,5,0,1,3,3,5,5,0,0
2,1,2,1,0,1,1,4,1,2,3,2,3,1,1,3,2,0,0
4,0,2,0,0,4,4,5,4,4,2,2,2,4,4,4,4,0,1
3,1,3,1,0,5,5,4,5,1,4,3,3,2,5,4,3,0,0
5,0,4,1,1,4,5,5,5,2,4,4,2,5,4,4,2,0,0
3,0,3,0,0,3,4,3,4,3,4,4,4,3,1,3,3,11,0
4,0,5,0,0,4,5,4,3,4,5,5,5,4,2,4,4,11,1
3,0,2,0,0,2,3,4,4,2,4,4,4,2,5,2,2,2,0
2,1,2,2,0,2,2,1,2,5,5,2,2,2,2,3,3,0,0
2,1,2,1,0,5,5,5,5,5,4,2,2,3,5,4,4,38,0
5,0,2,0,0,4,5,3,5,5,2,2,2,4,5,4,4,12,1
2,0,2,1,1,3,3,3,3,4,1,1,3,4,3,2,1,0,0
5,0,5,0,1,3,4,4,3,4,0,5,2,5,3,5,5,6,1
5,0,5,0,1,1,1,4,1,4,5,5,4,4,1,4,5,20,1
3,1,3,1,0,2,4,4,2,5,5,3,3,4,2,4,5,0,0
1,0,1,1,0,1,1,3,1,3,2,2,2,3,1,4,4,14,0
1,0,1,1,1,1,1,5,1,2,5,1,1,5,1,4,4,45,0
2,1,5,1,0,2,3,3,2,5,3,5,3,2,2,2,2,0,1
3,1,3,1,0,2,2,4,2,3,5,3,4,2,2,2,2,0,0
1,0,1,1,1,3,3,3,3,1,1,1,2,5,3,1,1,0,0
2,0,2,0,1,4,4,5,4,4,0,2,3,3,4,5,4,6,0
5,0,5,0,0,5,5,4,5,5,5,2,5,4,5,5,4,17,1
2,1,2,1,0,3,3,2,3,1,4,2,3,4,3,1,4,40,0
4,0,1,0,0,5,4,3,5,5,1,1,1,5,5,5,5,0,1
4,0,5,0,0,4,4,5,4,4,5,5,5,4,5,4,4,4,1
4,0,4,1,0,4,4,1,4,4,5,5,5,1,4,2,2,0,1
4,0,3,0,0,4,4,5,3,4,3,3,3,4,3,4,4,10,1
4,0,4,0,0,4,4,5,4,5,4,5,4,5,4,5,5,0,1
1,1,1,1,0,3,3,1,3,2,3,1,4,3,3,3,3,28,0
4,0,4,0,0,4,4,4,5,4,4,4,4,4,4,4,4,0,1
4,1,4,2,0,1,1,1,1,4,1,4,4,1,1,4,3,0,0
1,1,1,1,0,3,3,4,3,2,4,1,5,5,3,5,4,0,0
3,0,3,0,0,3,3,4,3,2,1,2,1,3,3,4,3,0,0
5,0,5,0,1,4,1,4,4,2,5,5,2,3,4,4,4,0,1
4,0,4,1,0,4,4,1,4,2,5,5,5,2,4,3,2,11,1
4,1,1,1,0,5,5,3,5,1,4,1,2,5,4,5,5,0,0
2,0,2,0,0,2,2,4,2,3,4,3,3,3,2,3,3,25,0
5,0,5,0,0,3,5,3,4,3,5,5,5,3,5,3,3,0,1
3,1,3,2,0,3,5,3,5,3,4,3,4,3,5,3,3,0,0
4,0,2,0,0,2,4,1,3,2,2,4,4,2,4,2,2,33,0
4,0,1,0,0,4,4,3,4,3,1,4,1,4,4,5,5,1,1
5,0,5,1,0,5,5,5,5,1,5,5,5,4,5,3,5,70,1
3,0,4,0,0,4,3,2,1,4,2,2,2,4,5,4,4,0,0
2,0,2,0,1,4,4,3,4,5,2,2,1,3,4,4,4,23,0
5,0,5,2,0,5,5,3,5,1,4,4,4,2,5,5,3,0,1
5,0,5,1,0,5,5,4,5,1,4,4,4,1,5,3,3,1,1
0,0,1,1,1,2,2,5,2,5,0,0,5,5,2,2,1,0,0
3,0,3,0,0,3,4,4,2,3,4,3,4,3,1,3,3,6,0
4,1,3,1,0,1,1,4,1,2,2,4,4,2,1,3,4,29,0
3,1,3,1,0,4,4,1,4,1,2,3,3,4,4,3,3,0,0
3,0,2,0,0,2,3,3,4,2,4,2,4,2,4,2,2,0,0
3,0,3,1,1,2,2,2,2,3,3,3,4,2,2,3,3,0,0
4,1,3,1,0,3,5,4,5,2,5,2,3,3,5,3,3,100,0
5,0,5,0,1,5,5,3,5,5,5,5,2,3,5,4,4,1,1
3,1,3,1,0,4,4,1,4,1,2,3,3,3,4,4,3,10,0
1,0,1,0,1,3,3,5,3,5,1,1,4,3,3,4,5,0,0
4,0,3,0,0,4,5,5,4,4,3,3,3,4,2,4,4,9,1
2,1,2,1,0,4,4,3,4,2,5,2,3,4,4,5,5,1,0
5,0,5,0,1,5,5,3,5,3,0,5,2,3,5,5,3,1,1
3,1,3,2,0,5,5,4,5,1,3,3,4,3,5,1,4,0,0
3,1,2,1,0,4,5,2,5,2,4,2,3,4,3,4,1,0,0
5,0,5,0,0,5,5,4,4,5,5,5,5,5,2,5,5,67,1
4,0,3,0,0,4,4,4,3,4,3,3,3,4,3,4,4,9,1
4,1,2,1,0,5,2,4,5,2,4,2,3,5,5,5,5,52,0
