Teenhome,Kidhome,Complain,NumCatalogPurchases,AcceptedCmp2,Marital_Status,Income,NumStorePurchases,MntWines,MntMeatProducts,MntGoldProds,MntFishProducts,MntFruits,NumDealsPurchases,AcceptedCmp5,MntSweetProducts,NumWebVisitsMonth,NumWebPurchases,Year_Birth,Year_Birth_KMeans_Clusters
0,1,0,0,0,4,36975.0,3,10,11,2,0,6,1,0,4,7,1,1978,1
0,0,0,8,0,3,72635.0,6,390,323,107,104,22,1,0,35,3,6,1955,0
0,1,0,0,0,3,13624.0,3,10,15,6,2,2,2,0,1,6,2,1976,1
1,0,0,4,0,4,84196.0,7,215,507,190,231,63,1,0,31,3,8,1975,0
1,0,0,11,0,5,70971.0,5,1001,572,17,93,17,7,0,125,7,11,1960,0
1,1,0,0,0,2,34487.0,3,19,33,8,24,18,3,0,1,9,3,1977,1
0,1,0,1,0,4,28769.0,4,41,129,3,10,5,3,0,3,9,4,1977,1
0,1,0,3,0,3,69084.0,13,1181,199,30,39,107,2,0,30,8,7,1970,0
0,0,0,4,0,5,65488.0,6,603,207,54,36,45,1,0,18,1,3,1958,0
1,0,0,3,0,3,62466.0,12,129,259,83,168,129,5,0,121,4,6,1970,0
0,0,0,1,0,4,32218.0,3,10,15,30,13,24,1,0,1,7,2,1960,1
0,0,0,7,0,4,83917.0,7,514,732,79,42,22,1,0,198,3,6,1973,0
1,2,0,0,0,2,46102.0,2,14,1,1,0,0,1,0,0,7,1,1962,1
0,0,0,11,0,4,84574.0,11,387,713,163,38,20,1,0,54,5,9,1952,0
1,0,0,2,0,3,56181.0,7,121,69,48,8,103,1,0,44,4,4,1962,0
1,0,0,4,0,2,63120.0,9,965,279,69,54,69,5,0,41,7,8,1950,0
1,0,0,2,0,3,73691.0,8,707,250,73,85,21,2,0,43,2,6,1971,0
1,0,0,5,0,5,63381.0,13,571,142,159,33,50,4,0,50,2,4,1960,0
0,0,0,9,0,5,76140.0,6,586,653,26,17,66,1,0,0,2,5,1948,0
1,0,0,4,0,2,62859.0,6,1063,102,25,16,89,4,0,12,6,9,1959,0
1,0,0,4,0,4,45906.0,4,305,27,144,4,3,2,0,3,5,5,1964,1
0,0,0,2,0,5,77632.0,6,1200,758,147,0,105,1,1,42,2,4,1947,0
1,1,0,1,0,3,46463.0,6,163,40,11,8,2,7,0,11,6,3,1971,1
0,0,0,8,0,5,105471.0,13,1009,104,207,202,181,0,1,21,3,9,1970,0
0,1,0,1,0,2,55282.0,6,125,73,19,8,6,1,0,4,4,3,1970,0
1,0,0,6,0,3,78710.0,12,721,152,50,119,0,3,0,50,4,7,1977,0
1,0,0,1,0,5,66886.0,7,315,62,146,41,4,2,0,31,5,7,1958,0
0,0,0,6,0,4,98777.0,9,1000,711,38,125,19,0,0,115,1,4,1960,0
0,1,0,0,0,5,29103.0,3,16,17,6,6,0,2,0,3,9,1,1985,1
1,0,0,6,0,3,67445.0,12,757,217,11,29,80,5,0,80,6,9,1974,0
1,0,0,1,0,5,50616.0,4,30,25,9,0,2,1,0,1,2,1,1950,1
1,0,0,1,0,2,49431.0,5,219,100,17,26,3,2,0,0,8,7,1955,1
0,0,0,0,0,2,153924.0,0,1,1,1,1,1,0,0,1,0,0,1975,0
1,0,0,1,0,5,61278.0,4,111,28,15,2,3,2,0,6,6,3,1953,0
0,0,0,1,0,5,26490.0,5,45,52,25,21,47,2,0,20,6,3,1958,1
1,0,0,3,0,5,73059.0,13,410,420,71,0,112,1,0,82,4,9,1947,0
2,1,0,2,0,4,46734.0,3,100,39,76,6,1,4,0,1,6,3,1966,1
1,0,0,2,0,5,56253.0,9,509,65,5,7,0,4,0,11,6,7,1963,0
0,1,0,0,0,3,19986.0,3,3,5,6,0,6,1,0,2,7,0,1985,1
1,0,0,4,0,6,58330.0,13,445,213,151,104,53,1,0,98,4,6,1975,0
0,0,0,0,0,3,25965.0,3,2,11,11,41,2,1,0,7,8,2,1980,1
0,0,0,0,0,5,14661.0,3,4,11,2,6,1,1,0,2,6,1,1956,1
0,0,0,1,0,3,18690.0,2,6,7,19,23,1,1,0,4,8,1,1959,1
1,0,0,0,0,5,45068.0,2,14,3,3,0,0,1,0,0,7,1,1974,1
0,1,0,0,0,4,21063.0,3,1,11,15,19,10,2,0,3,6,2,1987,1
0,1,0,0,0,3,29187.0,3,26,6,2,0,0,1,0,0,8,1,1968,1
1,1,0,1,0,3,54690.0,5,111,37,18,7,16,3,0,9,3,3,1971,0
1,0,0,8,0,3,59304.0,10,418,428,10,80,61,3,0,51,5,7,1964,0
2,0,0,2,0,4,59247.0,9,327,122,83,19,9,5,0,14,6,5,1962,0
1,0,0,3,0,6,66731.0,6,371,194,141,58,159,4,0,106,3,4,1970,0
1,0,0,4,0,3,77353.0,8,275,107,59,69,59,2,0,101,4,6,1980,0
1,0,0,4,0,4,52614.0,8,789,142,38,12,0,2,0,9,8,2,1975,0
0,2,0,0,0,3,26751.0,2,1,5,1,0,1,1,0,3,8,1,1974,1
1,0,0,3,0,3,81300.0,5,1004,145,36,32,12,3,0,12,5,10,1963,0
0,0,0,2,0,4,70337.0,12,187,149,91,25,81,1,0,43,1,2,1979,0
0,1,0,1,0,3,36145.0,3,56,76,18,17,4,4,0,1,9,4,1985,1
0,0,0,3,0,4,65295.0,13,365,117,6,34,32,1,0,110,2,3,1980,0
1,0,0,9,0,2,68118.0,4,595,123,154,10,23,2,0,23,6,8,1963,0
0,0,0,5,0,2,68743.0,13,1132,384,115,175,134,1,0,134,7,11,1967,0
0,0,0,1,0,5,41039.0,5,34,137,45,179,11,1,0,61,8,8,1982,1
1,0,0,1,0,5,38946.0,6,116,82,41,6,6,2,0,6,5,3,1955,1
0,0,0,8,0,5,65777.0,6,565,435,54,28,32,1,0,32,1,2,1967,0
1,0,0,2,0,2,66476.0,11,372,126,78,47,18,2,0,48,4,5,1976,0
0,0,0,6,0,4,86857.0,10,899,838,40,133,102,1,0,102,2,5,1972,0
0,0,0,28,0,3,160803.0,1,55,1622,4,17,16,15,0,3,0,0,1982,0
0,0,0,5,0,5,77845.0,12,760,480,26,0,40,1,1,40,1,3,1989,0
0,0,0,6,0,5,69476.0,4,260,559,67,63,86,1,0,9,2,4,1969,0
1,0,0,5,0,2,50611.0,7,459,24,4,6,0,6,0,0,6,4,1960,1
0,0,0,3,0,4,61209.0,4,466,224,99,119,0,1,0,49,2,5,1970,0
1,0,0,4,0,5,42315.0,4,67,80,80,17,15,3,0,11,3,1,1958,1
0,0,0,0,0,5,13084.0,3,2,7,10,3,0,1,0,7,6,1,1952,1
1,1,0,2,0,6,47570.0,2,67,20,31,0,1,3,0,2,7,2,1949,1
2,0,0,1,0,3,61923.0,4,92,18,6,3,4,1,0,3,3,2,1961,0
0,0,0,0,0,4,34824.0,2,4,11,4,2,2,1,0,0,6,1,1995,1
1,1,0,0,0,4,26518.0,3,20,28,2,3,1,3,0,3,8,2,1949,1
0,0,0,4,0,4,45938.0,6,273,178,29,62,11,2,0,83,6,8,1961,1
0,0,0,7,0,5,78468.0,10,434,388,34,104,22,1,0,22,4,10,1960,0
1,0,0,3,0,2,78901.0,5,321,309,34,33,11,3,0,26,4,9,1973,0
0,2,0,2,0,3,71427.0,8,212,177,23,15,123,2,0,64,4,8,1978,0
1,0,0,2,0,2,71022.0,11,909,278,242,0,12,3,0,12,8,5,1978,0
0,0,0,4,0,4,90247.0,7,1184,352,16,21,32,1,1,16,1,3,1988,0
0,1,0,1,0,2,41335.0,4,112,21,5,16,19,3,0,14,7,4,1968,1
0,1,0,4,0,3,71952.0,8,656,455,93,52,80,2,1,107,4,8,1986,0
0,1,0,1,0,2,35682.0,3,23,8,18,6,0,1,0,2,2,1,1970,1
1,0,0,3,0,2,43185.0,6,537,42,30,16,6,2,0,6,8,9,1951,1
1,0,0,4,0,5,66375.0,5,712,45,191,0,0,3,0,0,7,2,1948,0
0,1,0,1,0,3,35178.0,2,23,13,18,2,1,1,0,2,7,1,1971,1
0,1,0,0,0,3,25252.0,2,1,4,6,2,3,1,0,2,8,1,1986,1
1,0,0,5,0,4,55250.0,10,664,83,66,32,58,4,0,0,5,7,1965,0
0,1,0,1,0,4,33249.0,3,6,21,42,19,10,2,0,14,6,2,1975,1
0,0,0,4,0,5,58398.0,8,299,201,49,21,5,3,0,21,4,5,1953,0
0,1,0,1,0,5,50272.0,5,99,66,4,43,13,3,0,8,7,4,1982,1
0,0,0,2,0,3,76618.0,5,749,294,147,121,40,1,0,160,1,3,1975,0
0,0,0,3,0,2,87305.0,8,345,501,80,63,25,1,1,138,2,5,1960,0
0,1,0,0,0,5,25851.0,3,9,18,5,7,4,2,0,5,7,2,1978,1
1,0,0,5,0,2,58710.0,9,440,368,174,0,81,6,0,122,6,11,1970,0
1,1,0,0,0,4,45160.0,2,8,5,3,3,2,1,0,0,7,1,1958,1
1,0,0,4,0,3,74806.0,5,670,249,9,0,9,2,0,28,4,5,1965,0
0,0,0,1,0,3,59111.0,8,524,134,155,28,0,1,0,28,7,11,1954,0
0,1,0,0,0,3,18988.0,3,6,6,1,2,0,2,0,1,7,1,1984,1
0,0,0,6,0,3,72190.0,4,597,597,249,172,166,1,0,166,3,5,1965,0
0,1,0,1,0,3,7500.0,2,7,12,32,13,0,5,0,7,9,4,1976,1
1,0,0,0,0,3,44794.0,3,54,7,4,0,0,1,0,0,6,2,1966,1
0,0,0,5,0,3,80395.0,12,445,706,48,80,25,1,0,76,2,6,1955,0
0,0,0,8,0,2,75012.0,11,294,218,151,164,142,1,0,58,1,3,1976,0
1,2,0,3,0,3,56962.0,5,292,77,26,10,3,7,0,3,7,6,1965,0
0,0,0,6,0,5,89891.0,8,412,132,183,59,22,1,1,28,4,11,1991,0
1,1,0,0,0,2,35946.0,3,8,3,0,0,0,1,0,0,5,0,1949,1
1,1,0,2,0,5,53593.0,6,349,78,43,6,4,8,0,0,8,7,1953,0
1,1,0,2,0,3,66373.0,10,328,124,109,12,9,7,0,24,3,4,1978,0
2,1,0,1,0,2,45072.0,4,144,99,30,7,2,5,0,2,8,6,1948,1
1,1,0,3,0,2,89694.0,4,1126,211,42,37,28,3,1,28,5,4,1973,0
0,0,0,8,0,3,72025.0,13,967,617,0,43,0,1,1,50,2,4,1949,0
1,0,0,5,0,3,67432.0,4,432,341,170,177,79,2,0,136,4,8,1973,0
1,0,0,1,0,5,70545.0,7,138,63,21,55,39,1,0,18,2,4,1952,0
0,1,0,0,0,3,17487.0,2,0,1,6,7,0,1,0,4,7,1,1989,1
1,0,0,5,0,5,62882.0,6,509,497,97,78,133,2,0,24,4,7,1969,0
1,0,0,9,0,4,64108.0,11,948,86,21,13,10,4,0,21,5,6,1953,0
1,1,0,0,0,5,34941.0,3,39,25,24,4,2,2,0,3,8,3,1956,1
2,1,0,1,0,4,48767.0,3,28,21,10,3,1,3,0,0,5,2,1950,1
0,1,0,0,0,5,38702.0,4,13,24,40,13,11,2,0,8,6,3,1978,1
0,0,0,9,0,3,82224.0,5,307,360,40,138,26,1,0,31,3,6,1964,0
0,0,0,4,0,5,83844.0,11,901,345,191,75,31,1,1,31,1,4,1952,0
0,1,0,0,0,3,17003.0,4,2,12,7,4,5,3,0,8,5,2,1975,1
0,0,0,8,0,4,71163.0,12,283,372,44,138,17,1,0,106,1,3,1995,0
0,1,0,0,0,4,33697.0,2,4,7,11,0,3,1,0,3,7,1,1970,1
0,0,0,10,0,3,63564.0,7,769,252,65,15,80,1,0,34,6,10,1954,0
0,0,0,10,0,5,83443.0,5,518,742,84,55,42,1,0,56,2,6,1972,0
1,0,0,2,0,5,51518.0,10,350,66,4,17,8,2,0,4,3,3,1958,1
1,0,0,4,0,6,58330.0,13,445,213,151,104,53,1,0,98,4,6,1975,0
0,0,0,5,0,3,80952.0,11,778,689,44,41,178,1,1,27,8,8,1969,0
0,0,0,6,0,5,75507.0,6,709,374,80,104,93,1,0,80,3,8,1979,0
0,0,0,3,0,5,63855.0,13,359,314,89,93,35,1,0,116,4,7,1978,0
1,0,0,6,0,5,62220.0,5,799,375,12,16,12,5,0,12,6,7,1972,0
1,0,0,4,0,3,58512.0,8,895,101,152,13,10,5,0,0,8,3,1964,0
0,1,0,1,0,3,40662.0,3,40,23,23,0,2,2,0,4,4,2,1979,1
1,0,0,2,0,3,38829.0,2,76,7,16,0,0,1,0,0,5,3,1959,1
0,1,0,0,0,3,35523.0,3,11,22,11,12,5,2,0,5,7,3,1981,1
1,1,0,1,0,4,79146.0,8,245,223,16,21,16,2,0,43,6,8,1967,0
0,0,0,4,0,3,78285.0,10,647,391,40,175,107,1,0,67,3,6,1988,0
0,1,0,1,0,4,31626.0,2,39,9,34,2,1,1,0,1,7,2,1978,1
0,0,0,11,0,4,75127.0,5,203,305,227,46,35,1,0,17,1,2,1952,0
1,0,0,2,0,3,48726.0,4,138,38,59,4,3,3,0,0,6,3,1955,1
0,0,0,6,0,3,74985.0,7,587,898,86,247,51,1,0,0,2,3,1977,0
0,0,0,5,0,5,67430.0,12,595,291,121,127,97,1,0,133,6,11,1987,0
1,0,0,1,0,3,46891.0,4,43,23,61,29,12,1,0,15,4,2,1965,1
1,0,0,1,0,3,62058.0,7,301,74,58,10,7,4,0,0,6,6,1956,0
1,0,0,2,0,3,72063.0,12,180,348,90,76,32,2,0,32,2,5,1979,0
0,0,0,5,0,3,78939.0,6,794,243,205,150,115,1,0,0,3,8,1951,0
1,1,0,3,0,4,42720.0,7,392,91,112,28,5,8,0,26,8,7,1965,1
1,1,0,0,0,3,33622.0,4,39,22,12,3,1,3,0,4,7,2,1972,1
1,0,0,0,0,5,6835.0,1,107,12,12,2,2,0,0,2,20,0,1957,1
1,1,0,0,0,5,41452.0,2,13,3,0,0,0,1,0,0,7,1,1953,1
1,0,0,1,0,4,40760.0,3,70,17,6,0,0,2,0,0,6,2,1965,1
0,0,0,11,0,5,74250.0,4,680,392,0,75,11,1,0,0,1,2,1958,0
1,1,0,0,0,4,51124.0,3,26,11,4,0,1,2,0,1,3,1,1955,1
1,0,0,9,0,4,72258.0,5,522,522,134,227,0,2,0,120,2,6,1971,0
0,0,0,4,0,4,71466.0,10,412,546,0,78,12,1,0,182,1,4,1974,0
1,1,0,0,0,5,36283.0,3,6,5,5,8,5,2,0,0,4,1,1976,1
0,1,0,1,0,4,20587.0,2,2,6,9,4,3,1,0,1,7,1,1970,1
0,1,0,0,0,3,30467.0,2,1,8,5,2,3,1,0,5,7,1,1972,1
0,1,0,0,0,5,31590.0,3,6,15,3,6,2,1,0,6,8,1,1972,1
0,1,0,0,0,3,20425.0,3,4,5,17,3,12,2,0,16,7,2,1986,1
1,1,0,0,0,5,17144.0,4,18,19,6,0,2,5,0,2,7,3,1960,1
1,0,0,8,0,2,42564.0,4,324,186,198,39,48,6,0,18,7,6,1968,1
0,1,0,1,0,3,43783.0,8,327,125,139,25,9,6,0,4,7,7,1978,1
1,0,0,1,0,2,40780.0,5,229,71,34,13,27,4,0,3,9,7,1976,1
0,0,0,6,0,5,62847.0,4,521,706,61,80,168,1,0,76,2,3,1945,0
0,0,0,4,0,3,82017.0,7,184,446,23,30,23,1,1,23,2,5,1957,0
0,0,0,0,0,4,16813.0,3,4,11,13,12,8,1,0,2,7,2,1950,1
1,1,0,3,0,3,51267.0,5,183,64,12,7,2,4,0,2,4,3,1978,1
1,0,0,1,0,4,46524.0,5,31,35,52,26,19,2,0,14,3,1,1961,1
0,0,0,1,0,4,45183.0,7,219,60,12,12,3,1,0,9,7,4,1962,1
1,0,0,3,0,3,70421.0,7,479,136,35,75,28,3,0,14,6,10,1954,0
1,0,0,4,0,2,60161.0,8,584,212,177,46,44,3,0,8,8,11,1965,0
0,0,0,5,0,5,73926.0,12,627,597,15,159,91,1,0,91,3,6,1973,0
0,1,0,0,0,3,19329.0,3,24,16,5,12,1,3,0,2,8,4,1968,1
1,0,0,4,0,3,61872.0,9,330,159,16,36,5,4,0,27,4,4,1970,0
1,1,0,0,0,6,46984.0,3,19,10,8,2,1,1,0,1,5,1,1956,1
1,1,0,1,0,3,34838.0,4,28,29,47,29,23,3,0,14,6,2,1951,1
0,0,0,8,0,4,82716.0,13,606,228,22,15,148,1,0,148,2,6,1944,0
0,0,0,8,1,3,48192.0,12,1039,204,29,153,43,3,0,58,8,2,1958,1
2,0,0,1,0,3,49681.0,7,411,26,21,0,0,6,0,0,7,7,1976,1
1,0,0,1,0,3,56850.0,3,34,19,0,2,1,1,0,7,2,1,1971,0
1,0,0,4,0,3,55267.0,6,161,136,45,32,28,4,0,3,3,3,1957,0
1,1,0,2,0,3,59666.0,8,623,178,133,23,53,7,0,17,8,3,1972,0
1,0,0,9,0,4,72504.0,6,604,470,94,123,26,2,0,161,2,5,1972,0
0,0,0,1,0,3,26872.0,2,3,8,32,3,10,1,0,16,6,1,1981,1
0,1,0,0,0,4,21359.0,3,12,17,10,6,2,2,0,1,8,2,1972,1
0,0,0,4,0,4,73170.0,6,184,256,32,50,174,1,0,30,2,5,1975,0
1,0,0,7,0,3,52750.0,9,393,239,69,90,0,6,0,69,4,5,1955,0
0,0,0,5,0,5,91820.0,12,410,747,30,76,73,0,0,161,1,5,1986,0
1,0,0,4,0,5,65968.0,7,376,83,4,19,9,2,0,4,3,5,1970,0
1,1,0,0,0,3,30772.0,2,7,4,4,2,2,1,0,1,6,1,1976,1
0,0,0,2,0,4,22507.0,4,68,226,68,51,0,3,0,157,9,10,1954,1
1,0,0,2,0,3,65685.0,9,642,49,57,0,14,1,0,7,5,9,1972,0
0,1,0,0,0,3,25804.0,3,8,9,12,13,7,2,0,6,8,2,1978,1
0,0,0,4,0,4,76412.0,8,840,804,17,23,53,1,1,71,3,5,1980,0
0,1,0,0,0,3,22063.0,3,7,13,11,3,10,2,0,11,7,2,1972,1
0,0,0,3,1,4,57091.0,7,464,64,37,7,5,1,0,0,5,7,1961,0
0,0,0,2,0,3,22419.0,2,30,47,42,19,3,1,0,21,8,3,1963,1
1,0,0,10,1,5,87771.0,4,1492,287,33,50,38,1,1,57,6,5,1959,0
1,0,0,2,0,2,78353.0,11,752,476,34,39,122,1,0,153,8,10,1959,0
2,1,0,4,0,3,93404.0,7,1279,287,15,20,15,3,1,0,5,3,1954,0
2,1,0,0,0,2,37859.0,3,22,8,2,2,1,2,0,1,8,1,1962,1
1,0,0,9,0,6,80995.0,4,860,409,56,73,28,1,0,56,4,8,1958,0
0,1,0,0,0,5,16529.0,3,3,5,1,13,0,1,0,0,6,1,1984,1
1,1,0,0,0,2,55412.0,3,10,28,8,11,5,1,0,1,5,2,1976,0
0,0,0,4,0,4,48789.0,7,351,156,145,7,16,1,0,5,6,6,1992,1
2,0,0,3,0,5,56575.0,7,421,90,10,0,5,3,0,16,5,7,1967,0
0,1,0,0,0,5,25130.0,3,2,7,18,0,5,2,0,18,7,2,1980,1
1,1,0,0,0,3,35441.0,3,25,9,1,2,1,2,0,1,8,1,1967,1
1,0,0,5,0,3,71391.0,12,336,274,141,46,123,5,0,123,3,6,1956,0
0,1,0,1,0,4,49494.0,5,191,97,82,0,9,2,0,6,7,6,1972,1
0,0,0,7,0,2,81702.0,12,563,774,187,28,50,1,0,31,3,7,1980,0
1,0,0,0,0,4,45889.0,3,31,6,8,0,0,1,0,1,6,1,1980,1
1,0,0,6,0,4,56628.0,5,479,82,171,7,5,2,0,17,5,7,1977,0
1,1,0,1,0,5,34026.0,3,18,15,17,12,6,3,0,8,5,2,1950,1
1,0,0,2,0,3,40049.0,6,91,52,28,10,65,3,0,44,5,3,1974,1
0,1,0,0,0,4,34176.0,4,5,24,20,19,7,4,0,14,6,3,1988,1
0,1,0,0,0,3,19419.0,3,2,28,7,16,14,4,0,3,9,4,1981,1
0,0,0,6,0,3,82504.0,7,362,431,54,134,50,1,0,35,1,3,1960,0
0,0,0,6,1,5,81205.0,7,724,929,130,97,74,1,1,55,2,5,1970,0
0,0,0,6,0,4,61618.0,8,605,399,205,0,91,2,0,45,3,3,1991,0
1,0,0,5,0,4,55284.0,8,547,140,63,0,7,3,0,7,5,7,1956,0
1,0,0,1,0,4,49980.0,5,104,54,14,13,1,2,0,9,5,3,1963,1
0,2,0,1,0,3,15072.0,3,8,15,18,0,2,4,0,10,5,3,1980,1
1,0,0,3,0,4,49166.0,3,224,25,110,7,2,2,0,0,6,5,1974,1
1,0,0,2,0,3,65324.0,9,384,102,5,21,0,3,0,32,4,6,1954,0
0,0,0,7,0,3,82347.0,10,556,845,63,202,54,1,0,133,3,7,1957,0
1,1,0,1,0,5,30843.0,2,24,2,9,0,0,2,0,0,5,1,1966,1
1,0,0,1,0,3,46374.0,7,408,21,17,0,0,3,0,0,8,7,1974,1
1,0,0,2,0,4,60474.0,12,265,303,170,234,199,7,0,9,7,10,1979,0
1,0,0,0,0,3,38576.0,3,34,7,0,0,0,1,0,0,7,1,1973,1
0,2,0,2,0,3,55357.0,11,374,116,64,84,64,3,0,25,5,6,1985,0
1,1,0,0,0,5,37758.0,3,27,10,1,0,2,2,0,0,8,1,1966,1
0,0,0,9,0,3,85710.0,10,600,350,33,29,20,1,1,30,2,6,1989,0
0,1,0,0,0,5,23228.0,3,13,18,0,6,2,2,0,1,8,2,1969,1
1,1,0,1,0,5,44602.0,4,167,89,34,0,2,6,0,0,8,6,1969,1
0,0,0,0,0,3,7500.0,3,0,3,5,4,2,1,0,1,6,0,1987,1
0,1,0,1,0,5,38683.0,6,46,69,66,84,35,6,0,41,7,4,1989,1
0,1,0,1,0,4,49514.0,4,88,78,93,58,39,2,0,13,7,6,1975,1
1,0,0,2,0,5,57906.0,8,243,119,15,10,11,3,0,3,4,4,1973,0
1,0,0,1,0,4,43456.0,8,275,68,7,25,11,3,0,7,5,5,1966,1
0,2,0,0,0,4,19485.0,2,6,4,0,0,0,1,0,0,7,1,1986,1
1,0,0,3,0,5,53172.0,8,121,90,125,68,62,3,0,20,3,2,1978,0
0,1,0,0,0,5,30545.0,3,4,15,12,19,12,2,0,7,7,2,1979,1
0,0,0,7,1,5,70123.0,4,1308,396,0,23,0,1,0,0,3,5,1983,0
1,0,0,5,0,4,62450.0,4,515,267,38,62,47,2,0,66,3,5,1959,0
0,1,0,0,0,5,21675.0,3,4,16,4,17,0,3,0,4,7,4,1976,1
1,1,0,1,0,4,42395.0,4,48,57,25,24,13,4,0,15,7,3,1981,1
0,1,0,7,0,5,61346.0,10,562,168,142,43,58,1,0,16,3,5,1978,0
0,0,0,8,0,5,80812.0,5,769,500,33,210,22,1,1,143,2,4,1953,0
1,1,0,6,0,2,42835.0,4,379,93,98,12,4,7,0,9,6,6,1971,1
0,1,0,0,0,3,39922.0,4,29,59,36,19,12,2,0,1,8,3,1983,1
0,0,0,9,0,4,86424.0,12,387,569,68,89,68,1,0,45,1,6,1956,0
0,1,0,1,0,5,17117.0,3,12,38,7,30,23,4,0,18,9,3,1978,1
0,1,0,1,0,4,24762.0,2,6,12,40,3,10,3,0,15,8,3,1972,1
1,0,0,0,0,3,35797.0,3,27,14,21,4,1,2,0,1,8,2,1975,1
0,2,0,0,0,2,36627.0,3,9,5,1,0,1,1,0,0,5,0,1975,1
1,1,0,0,0,3,51111.0,3,22,19,3,6,0,2,0,5,6,2,1981,1
0,0,0,6,0,4,86857.0,10,899,838,40,133,102,1,0,102,2,5,1972,0
0,0,0,2,0,5,82072.0,13,889,685,129,168,55,1,0,92,1,3,1970,0
1,2,0,1,0,4,46231.0,4,189,55,12,0,2,4,0,5,9,6,1953,1
1,1,0,0,0,3,42243.0,3,48,2,5,0,0,2,0,0,7,2,1959,1
1,1,0,2,0,5,51195.0,5,230,156,58,82,14,8,0,24,8,9,1962,1
0,0,0,6,0,4,68092.0,10,852,207,48,78,60,2,0,36,5,2,1978,0
0,1,0,0,0,3,31814.0,3,35,20,20,4,3,2,0,1,9,2,1973,1
1,1,0,2,0,6,51390.0,5,205,47,56,23,20,6,0,2,5,5,1965,1
0,0,0,10,0,3,76630.0,11,255,446,175,40,31,1,0,56,1,3,1983,0
0,1,0,0,0,4,26868.0,2,0,1,2,8,0,1,0,3,7,1,1991,1
0,0,0,10,0,2,48948.0,5,437,206,42,160,8,2,0,49,6,7,1943,1
1,0,0,10,0,4,55260.0,5,825,53,242,11,8,2,0,0,6,8,1972,0
1,0,0,9,0,5,64090.0,4,316,161,135,76,58,1,0,51,5,6,1956,0
1,0,0,6,0,2,78331.0,7,756,354,61,160,138,2,0,169,4,10,1958,0
0,1,0,2,0,3,37087.0,8,194,134,3,15,55,3,0,0,6,4,1974,1
0,1,0,0,0,2,21846.0,3,7,18,26,6,17,4,0,10,8,4,1986,1
0,0,0,3,0,3,81320.0,10,183,493,57,59,33,1,0,103,2,4,1958,0
1,0,0,1,0,2,54137.0,4,171,11,20,0,0,2,0,1,6,4,1970,0
0,0,0,5,0,5,66825.0,6,243,405,40,29,101,1,0,40,2,4,1967,0
0,0,0,3,0,5,57100.0,6,181,69,96,39,21,1,0,3,3,3,1973,0
2,1,0,1,0,5,58917.0,6,151,89,28,0,7,5,0,7,5,4,1969,0
0,0,0,4,0,4,85072.0,10,494,391,241,194,92,1,0,11,0,3,1977,0
0,0,0,4,0,4,86429.0,7,464,873,37,29,28,0,0,18,2,7,1961,0
0,1,0,0,0,6,45684.0,2,5,5,7,10,1,1,0,0,7,1,1971,1
0,1,0,0,0,5,47889.0,3,29,29,4,0,0,1,0,5,5,2,1974,1
0,0,0,1,0,3,45921.0,6,102,49,12,24,9,1,0,3,4,2,1986,1
0,0,0,10,0,4,78420.0,8,604,674,28,91,28,1,0,28,1,3,1966,0
0,0,0,10,0,5,75114.0,5,571,523,24,63,12,1,0,60,2,3,1992,0
1,0,0,5,0,6,52278.0,10,953,71,174,0,0,6,0,0,8,10,1963,0
0,1,0,1,0,3,35641.0,4,63,67,28,8,3,2,0,9,7,3,1972,1
0,0,0,3,0,4,95529.0,7,770,890,24,250,29,1,1,27,3,7,1994,0
0,0,0,4,0,3,62820.0,6,398,265,53,138,61,1,0,61,1,3,1954,0
0,0,0,4,0,5,73113.0,7,741,154,28,50,19,1,0,9,2,3,1960,0
0,0,0,6,0,3,84169.0,6,1478,403,0,0,19,1,1,19,3,7,1982,0
1,0,0,2,0,4,42607.0,7,156,56,47,30,29,2,0,32,3,3,1954,1
0,0,0,9,0,4,74637.0,9,960,464,16,146,64,1,0,0,3,6,1954,0
1,1,0,0,1,5,46015.0,3,38,2,6,0,0,1,0,0,7,1,1955,1
0,0,0,10,0,4,72354.0,6,315,473,182,220,26,1,0,12,1,2,1993,0
0,1,0,0,0,4,39858.0,4,15,25,26,2,20,1,0,7,6,2,1969,1
1,1,0,1,0,3,34469.0,4,19,20,12,0,6,3,0,5,4,1,1948,1
0,1,0,4,0,5,83033.0,10,812,431,33,237,99,1,0,149,5,11,1986,0
0,0,0,1,0,5,24401.0,6,73,217,115,10,28,3,0,24,8,6,1979,1
0,0,0,5,0,3,77583.0,9,372,384,108,250,23,1,0,12,2,4,1978,0
0,0,0,4,0,4,74116.0,10,871,704,166,145,111,1,0,55,2,4,1982,0
0,0,0,4,0,4,74293.0,6,375,335,81,93,152,1,0,91,2,5,1993,0
1,0,0,9,0,3,68397.0,5,760,466,80,17,80,1,0,13,3,6,1976,0
0,0,0,4,0,5,79632.0,9,471,510,12,99,0,1,0,21,2,6,1974,0
0,1,0,1,0,4,46107.0,4,31,27,33,16,9,1,0,9,3,1,1989,1
1,0,0,2,0,4,64950.0,10,819,72,63,12,0,2,0,0,7,11,1951,0
0,1,0,0,0,3,25443.0,3,1,3,7,8,4,1,0,9,8,1,1989,1
0,0,0,11,0,4,75127.0,5,203,305,227,46,35,1,0,17,1,2,1952,0
0,1,0,0,0,5,32892.0,3,26,15,2,2,0,2,0,1,8,3,1971,1
0,0,0,3,0,5,71796.0,4,354,311,32,167,21,1,0,75,4,9,1971,0
