OverallQual,GrLivArea,GarageArea,FireplaceQu,BsmtFinType2,TotalBsmtSF,GarageQual,LandSlope,TotRmsAbvGrd,2ndFlrSF,BsmtFinSF1,ExterQual,1stFlrSF,BsmtQual,YearRemodAdd,KitchenQual,GarageCond,YearBuilt,SaleType,LotFrontage,GarageYrBlt,YearRemodAdd_age_in_years,LotArea,BsmtFullBath,CentralAir,GarageCars,KitchenAbvGr,FullBath,Fireplaces,BsmtFinSF2,HeatingQC,MSSubClass,WoodDeckSF,OpenPorchSF,OverallCond,SaleCondition,FireplaceQu_Missing_Flag,BedroomAbvGr,MoSold,ScreenPorch,LowQualFinSF,HalfBath,BsmtUnfSF,EnclosedPorch,YrSold,MiscVal,YrSold_age_in_years,3SsnPorch,SalePrice
4,1140,0,-1,5,576,-1,0,7,348,0,3,792,3,2004,3,-1,1910,8,55.0,1899.0,18,8800,0,1,0,1,1,0,0,2,50,0,160,7,4,1,3,6,0,0,0,576,0,2010,0,12,0,96500
7,1320,400,-1,5,660,4,0,6,660,0,2,660,2,2003,2,4,2003,8,20.0,2003.0,19,7750,0,1,2,1,2,0,0,0,60,0,48,5,4,1,3,8,0,0,1,660,0,2007,0,15,0,162000
6,1494,576,-1,5,1479,4,0,6,0,1200,3,1494,2,1997,2,4,1997,8,79.0,1997.0,25,9236,1,1,2,1,2,0,0,0,20,168,27,5,4,1,3,7,0,0,0,279,0,2006,0,16,0,217000
8,2098,878,2,5,1030,4,0,8,1060,0,2,1038,2,2005,0,4,2005,8,80.0,2005.0,17,10240,0,1,3,1,2,1,0,2,60,192,52,5,4,0,3,3,0,0,1,1030,0,2006,0,16,0,275500
6,1026,440,-1,3,1026,4,0,5,0,439,3,1026,3,2005,2,4,1969,8,61.0,1969.0,17,7930,1,1,2,1,1,0,472,2,20,171,48,8,4,1,3,7,0,0,0,115,0,2009,0,13,0,156000
6,1471,440,-1,5,729,4,0,6,729,381,3,742,2,1999,3,4,1999,8,34.0,1999.0,23,3230,0,1,2,1,2,0,0,2,160,0,24,5,4,1,3,3,0,0,1,348,0,2009,0,13,0,172500
8,1768,578,-1,5,866,4,0,7,902,20,2,866,2,2007,2,4,2007,8,68.0,2007.0,15,10769,0,1,2,1,2,0,0,0,60,144,105,5,4,1,3,4,0,0,1,846,0,2009,0,13,0,212000
6,1386,440,4,5,672,4,0,6,714,438,3,672,3,1978,3,4,1978,8,20.0,1978.0,44,11616,0,1,2,1,2,1,0,4,60,335,0,5,0,0,3,4,0,0,1,234,0,2010,0,12,0,158900
7,1501,440,-1,5,744,4,0,6,744,549,3,757,2,1999,3,4,1999,8,24.0,1999.0,23,2280,0,1,2,1,2,0,0,2,160,0,0,5,4,1,3,8,0,0,1,195,0,2008,0,14,0,179400
8,2531,752,4,0,1318,4,0,9,1203,56,2,1328,2,1995,2,4,1995,8,65.0,1995.0,27,12257,0,1,3,1,2,1,64,0,60,222,98,5,4,0,4,11,0,0,1,1198,0,2007,0,15,0,290000
6,864,300,-1,5,864,0,0,5,0,612,3,864,3,1959,3,0,1959,8,70.0,2008.0,63,9100,0,1,1,1,1,0,0,0,20,0,0,6,4,1,2,10,0,0,0,252,0,2009,450,13,0,127500
5,1301,440,-1,5,1145,4,0,5,0,405,3,1301,3,1950,1,4,1924,8,60.0,1965.0,72,6911,0,1,2,1,1,0,0,4,30,0,0,5,4,1,2,10,0,0,0,740,0,2009,0,13,0,100000
7,1547,614,-1,5,756,4,0,7,783,24,3,764,2,2009,2,4,2009,2,72.0,2009.0,13,8640,0,1,2,1,2,0,0,0,60,169,45,5,4,1,3,6,0,0,1,732,0,2010,0,12,0,215200
8,2365,856,2,5,1252,4,0,8,1097,1163,2,1268,2,1999,2,4,1999,8,82.0,1999.0,23,9430,1,1,3,1,2,1,0,0,60,0,128,5,4,0,3,7,180,0,1,89,0,2009,0,13,0,337000
8,1494,481,2,2,1494,4,0,6,0,437,2,1494,2,1996,0,4,1995,8,30.0,1995.0,26,9549,1,1,2,1,1,1,1057,0,120,0,30,5,4,0,2,4,216,0,1,0,0,2006,0,16,0,270000
9,1506,592,2,5,1498,4,0,6,0,0,2,1506,2,2008,0,4,2008,6,75.0,2008.0,14,14587,0,1,2,1,2,1,0,0,20,0,174,5,5,0,2,8,0,0,0,1498,0,2008,0,14,0,264132
7,1714,496,4,5,980,4,0,7,734,394,3,980,2,1988,3,4,1988,8,80.0,1988.0,34,10421,0,1,2,1,2,1,0,4,60,228,66,5,4,0,3,3,0,0,1,586,156,2010,500,12,0,196500
6,1750,423,-1,5,983,4,0,7,767,660,3,983,2,1985,3,4,1940,8,75.0,1989.0,37,12508,1,1,1,1,2,0,0,0,50,245,0,7,4,1,4,7,0,0,0,323,156,2008,1300,14,0,160000
7,1836,484,2,5,1860,4,0,8,0,24,2,1836,2,2005,2,4,2004,8,70.0,2004.0,17,9100,0,1,2,1,2,1,0,0,20,120,33,5,4,0,3,10,0,0,0,1836,0,2006,0,16,0,216837
8,3279,841,2,5,1650,4,1,12,1589,1416,0,1690,2,2003,0,4,2003,8,47.0,2003.0,19,53504,1,1,3,1,3,1,0,0,60,503,36,5,4,0,4,6,210,0,1,234,0,2010,0,12,0,538000
5,858,576,-1,5,858,4,0,5,0,685,3,858,2,1982,3,4,1982,8,20.0,1983.0,40,7252,1,1,2,1,1,0,0,4,85,120,0,5,4,1,2,4,0,0,0,173,0,2009,0,13,0,134900
4,1220,396,-1,5,836,4,0,6,0,836,3,1220,1,1951,3,4,1951,0,67.0,1951.0,71,8877,0,1,2,1,1,0,0,4,20,0,0,5,4,1,2,4,0,0,0,0,0,2006,0,16,0,102000
6,1117,672,4,1,1029,4,0,6,0,422,3,1117,3,1976,3,4,1976,8,94.0,1976.0,46,7819,1,1,2,1,1,1,127,4,80,144,0,5,0,0,3,3,0,0,0,480,0,2010,0,12,0,107000
5,912,275,-1,5,912,4,0,5,0,456,3,912,3,1958,3,4,1958,0,70.0,1958.0,64,10150,0,1,1,1,1,0,0,0,20,0,0,5,4,1,2,7,0,0,0,456,0,2007,0,15,0,114500
8,1973,895,2,5,1935,4,0,9,0,0,2,1973,2,2006,2,4,2006,6,110.0,2006.0,16,14226,0,1,3,1,2,1,0,2,20,315,45,5,5,0,3,7,0,0,0,1935,0,2007,0,15,0,395000
6,1204,412,-1,5,1204,4,0,5,0,866,3,1204,0,1998,3,4,1998,8,32.0,1998.0,24,4500,1,1,2,1,2,0,0,0,120,0,247,5,4,1,2,6,0,0,0,338,0,2009,0,13,0,162000
7,1614,865,-1,5,1614,4,0,7,0,20,2,1614,2,2006,2,4,2005,6,86.0,2005.0,16,11210,0,1,3,1,2,0,0,0,20,144,59,5,5,1,3,7,0,0,0,1594,0,2006,0,16,0,221500
5,894,440,1,5,864,4,0,5,0,762,3,894,3,1974,3,4,1974,8,100.0,1974.0,48,13350,1,1,2,1,1,1,0,4,20,241,0,5,4,0,3,6,0,0,0,102,0,2006,0,16,0,142500
5,2020,630,4,-1,0,4,0,10,0,0,3,2020,-1,1977,3,4,1977,8,60.0,1977.0,45,8400,0,1,2,2,2,2,0,4,90,0,0,5,4,0,4,10,0,0,0,0,0,2007,0,15,0,144000
6,1004,504,-1,5,975,4,0,4,0,975,3,1004,2,1977,3,4,1977,8,78.0,1977.0,45,10530,1,1,2,1,1,0,0,4,90,0,0,5,4,1,2,5,0,0,0,0,0,2006,0,16,0,135000
7,1253,402,4,5,1237,4,0,6,0,0,3,1253,2,1996,3,4,1995,8,63.0,1995.0,26,7875,0,1,2,1,2,1,0,2,20,220,21,5,4,0,3,6,0,0,0,1237,0,2007,0,15,0,176000
6,1603,484,-1,5,761,4,0,7,793,387,2,810,2,1992,2,4,1992,8,65.0,1992.0,30,7153,0,1,2,1,2,0,0,0,60,0,124,5,4,1,3,7,0,0,1,374,0,2006,0,16,0,175900
7,1430,605,-1,5,1413,4,0,6,0,0,2,1430,2,2002,2,4,2001,8,67.0,2001.0,20,16285,0,1,2,1,2,0,0,0,20,0,33,5,4,1,3,6,0,0,0,1413,0,2009,0,13,0,187100
5,1110,602,4,5,1097,4,0,4,0,1097,3,1110,2,1978,2,4,1978,8,20.0,1978.0,44,9101,1,1,2,1,1,1,0,0,85,303,30,6,4,0,1,7,0,0,0,0,0,2009,0,13,0,165500
6,1484,0,2,5,742,-1,0,9,742,0,3,742,3,2001,3,-1,1914,8,35.0,1899.0,21,6300,0,1,0,1,2,1,0,0,75,0,291,6,4,0,3,6,0,0,0,742,134,2008,0,14,0,128000
6,1342,457,2,3,1372,4,0,7,0,251,3,1342,3,1967,3,4,1967,8,20.0,1967.0,55,9790,0,1,2,1,2,1,630,4,20,0,0,5,4,0,3,9,197,0,0,491,0,2009,0,13,0,161500
5,1652,416,-1,5,686,4,0,7,686,686,3,966,1,1950,3,4,1915,8,60.0,1961.0,72,10800,1,1,1,1,2,0,0,4,50,0,0,6,4,1,4,6,0,0,0,0,196,2010,1200,12,0,139000
7,2084,618,-1,5,956,4,0,8,1128,656,2,956,2,2004,2,4,2004,8,76.0,2004.0,18,10142,1,1,2,1,2,0,0,0,60,0,45,5,4,1,4,1,0,0,1,300,0,2010,0,12,0,233000
4,901,281,-1,5,901,1,0,4,0,0,3,901,3,2000,3,4,1954,8,50.0,1954.0,22,6000,0,1,1,1,1,0,0,0,20,0,0,7,4,1,2,8,0,0,0,901,0,2008,0,14,0,107900
6,2087,444,-1,5,832,4,0,9,1111,568,3,976,3,2007,2,4,1966,8,20.0,1966.0,15,12205,0,1,2,1,2,0,0,2,60,133,168,8,4,1,5,7,0,0,1,264,0,2007,0,15,0,187500
7,1145,397,2,5,1145,4,0,5,0,16,2,1145,2,2006,2,4,2005,8,43.0,2005.0,16,3182,0,1,2,1,2,1,0,0,120,100,16,5,4,0,2,9,0,0,0,1129,0,2009,0,13,0,160200
6,1062,539,4,5,1029,4,0,5,0,539,3,1062,2,1976,3,4,1976,8,20.0,1976.0,46,11333,1,1,2,1,1,2,0,4,80,120,0,5,4,0,3,5,0,0,0,490,0,2007,0,15,0,146800
7,2013,455,4,5,1117,4,0,8,886,862,2,1127,2,1997,3,4,1996,8,92.0,1997.0,25,9920,1,1,2,1,2,1,0,0,60,180,130,5,4,0,3,6,0,0,1,255,0,2007,0,15,0,269790
8,1496,474,-1,5,1496,4,0,7,0,0,2,1496,2,2007,2,4,2007,6,76.0,2007.0,15,9158,0,1,2,1,2,0,0,0,20,168,130,5,5,1,3,6,0,0,0,1496,0,2007,0,15,0,225000
7,1895,409,4,5,712,4,0,7,809,0,2,1086,2,1996,2,4,1994,8,20.0,1994.0,26,10832,0,1,2,1,2,1,0,0,60,143,46,5,4,0,3,10,0,0,1,712,0,2008,500,14,0,194500
6,1564,476,4,5,650,4,0,7,676,0,3,888,2,1981,3,4,1980,8,70.0,1980.0,41,8400,0,1,2,1,2,1,0,4,60,0,50,6,4,0,3,4,204,0,1,650,0,2010,0,12,0,171000
6,1285,528,4,5,660,4,0,7,0,0,3,1285,3,1977,3,4,1977,8,71.0,1977.0,45,8197,0,1,2,1,1,1,0,0,20,138,0,5,4,0,3,4,0,0,1,660,0,2007,0,15,0,143500
5,773,240,-1,5,773,4,0,4,0,570,3,773,3,1953,3,4,1953,8,57.0,1953.0,69,7677,0,1,1,1,1,0,0,2,20,0,0,5,0,1,2,4,0,0,0,203,0,2008,0,14,0,110000
9,3140,820,2,5,1926,4,0,11,1174,0,0,1966,0,2009,0,4,2008,6,104.0,2009.0,13,13518,0,1,3,1,3,2,0,0,60,144,78,5,5,0,4,7,0,0,1,1926,0,2009,0,13,0,485000
5,1768,240,4,5,731,4,0,7,787,569,3,981,2,1950,2,4,1937,8,60.0,1939.0,72,7200,1,1,1,1,1,2,0,0,50,0,0,7,4,0,3,6,0,0,1,162,264,2007,0,15,0,175000
6,1688,603,-1,5,616,4,1,8,1072,462,3,616,2,1997,2,4,1997,8,79.0,1997.0,25,12798,1,1,2,1,2,0,0,2,60,403,114,5,4,1,4,5,0,0,1,154,185,2008,400,14,0,200000
4,1196,440,-1,5,1196,4,0,5,0,197,3,1196,3,1990,3,4,1916,8,40.0,1957.0,32,4800,1,1,2,1,1,0,0,0,30,0,0,7,4,1,2,7,0,0,0,999,0,2007,0,15,0,109900
7,1456,410,2,5,728,4,0,7,728,648,2,728,2,2005,2,4,2005,8,63.0,2005.0,17,8199,1,1,2,1,2,1,0,0,60,36,18,5,4,0,3,10,0,0,1,80,0,2008,0,14,0,189000
9,2822,1020,2,5,1734,4,0,12,1088,0,0,1734,0,2009,0,4,2008,6,107.0,2009.0,13,13891,0,1,3,1,3,1,0,0,60,52,170,5,5,0,4,1,192,0,1,1734,0,2009,0,13,0,582933
5,1128,286,-1,5,936,4,0,5,0,812,3,1128,3,1954,3,4,1954,8,75.0,1954.0,68,9000,0,1,1,1,1,0,0,4,20,0,0,5,3,1,2,6,0,0,0,124,0,2006,0,16,0,118000
7,1428,554,-1,5,1417,4,0,6,0,0,2,1428,2,2008,0,4,2008,6,91.0,2008.0,14,12274,0,1,2,1,2,0,0,0,20,0,60,5,5,1,3,7,0,0,0,1417,0,2008,0,14,0,227680
5,980,384,-1,4,980,4,0,6,0,400,3,980,3,1967,3,4,1967,8,75.0,1967.0,55,9750,0,1,1,1,2,0,480,2,80,68,0,5,4,1,3,10,0,0,0,100,0,2006,0,16,0,135500
5,1576,528,4,5,1324,4,0,6,504,1309,3,1072,3,2004,2,4,1923,8,144.0,1923.0,18,21384,2,1,2,1,1,1,0,0,70,0,312,6,4,0,3,5,0,0,1,15,0,2009,0,13,0,223500
5,1086,484,2,1,1024,4,0,6,0,516,3,1086,3,1966,3,4,1966,8,85.0,1966.0,56,13400,1,1,2,1,1,1,128,4,80,0,0,5,4,0,3,6,0,0,0,380,0,2006,0,16,0,159950
5,2138,360,-1,5,849,1,0,11,1063,0,3,1075,3,1965,3,3,1898,8,90.0,1910.0,57,8100,0,0,2,3,2,0,0,4,75,40,156,5,4,1,2,11,0,0,0,849,0,2009,0,13,0,106000
6,1309,484,1,3,1040,4,0,5,0,663,3,1309,3,1999,2,4,1974,8,78.0,1974.0,23,10140,1,1,2,1,1,1,377,1,20,265,0,6,4,0,3,1,0,0,1,0,0,2006,0,16,0,181000
6,848,420,2,5,848,4,0,4,0,662,2,848,2,2004,2,4,2004,3,20.0,2004.0,18,4438,1,1,2,1,1,1,0,0,120,140,0,5,4,0,1,6,0,0,0,186,0,2008,0,14,0,144500
5,1044,504,-1,5,540,4,1,4,0,0,1,1044,3,1952,1,4,1952,8,66.0,1952.0,70,8712,0,0,2,1,1,0,0,4,20,0,0,5,2,1,2,6,0,0,0,540,0,2010,54,12,0,55993
6,1442,301,-1,5,1442,4,0,7,0,608,3,1442,3,1958,3,4,1958,0,75.0,1958.0,64,9750,0,1,1,1,1,0,0,2,20,0,0,6,4,1,4,4,0,0,1,834,275,2007,500,15,0,157900
5,1250,280,-1,5,686,4,0,7,564,0,3,686,3,1950,1,4,1918,8,45.0,1955.0,72,8248,0,1,1,1,1,0,0,2,50,207,0,7,4,1,3,7,0,0,1,686,96,2006,0,16,0,116000
7,1661,598,-1,5,1649,4,0,6,0,0,3,1661,2,1998,2,4,1998,8,48.0,1998.0,24,12137,0,1,2,1,2,0,0,0,20,0,34,5,4,1,3,5,0,0,0,1649,0,2010,0,12,0,224900
5,1008,275,2,5,1008,4,0,4,0,486,3,1008,3,1954,3,4,1954,8,20.0,1954.0,68,11425,0,1,1,1,1,1,0,2,20,0,0,6,4,0,2,7,0,0,0,522,120,2006,0,16,0,137000
8,1689,857,2,5,1568,4,0,7,0,1218,2,1689,2,2002,2,4,2002,8,20.0,2002.0,20,13265,1,1,3,1,2,2,0,0,20,150,59,5,4,0,3,7,0,0,0,350,0,2008,0,14,0,271000
6,1052,440,-1,5,1010,4,0,6,0,504,3,1052,3,1971,3,4,1971,8,80.0,1971.0,51,8816,1,1,2,1,1,0,0,2,80,0,0,7,4,1,3,6,0,0,0,506,0,2010,0,12,0,155000
7,1358,484,2,5,1358,4,0,6,0,733,2,1358,2,2010,2,4,2009,6,44.0,2010.0,12,6371,1,1,2,1,2,1,0,0,120,192,35,5,5,0,2,6,0,0,0,625,0,2010,0,12,0,224000
7,1640,595,-1,5,798,4,0,6,842,0,2,798,2,2003,2,4,2003,8,72.0,2003.0,19,7226,0,1,2,1,2,0,0,0,60,0,45,5,4,1,3,6,0,0,1,798,0,2008,0,14,0,183000
4,936,576,-1,5,936,4,1,4,0,0,1,936,1,1953,3,4,1953,8,60.0,1974.0,69,6000,0,0,2,1,1,0,0,4,20,0,32,4,4,1,2,2,0,0,0,936,112,2009,0,13,0,93000
7,1733,433,2,5,847,4,0,7,886,0,2,847,2,2003,2,4,2003,8,20.0,2003.0,19,12394,0,1,2,1,2,1,0,0,60,100,48,5,3,0,3,10,0,0,1,847,0,2007,0,15,0,225000
6,1489,240,2,5,778,4,0,7,545,0,3,944,3,1950,3,4,1940,8,60.0,1940.0,72,9900,0,1,1,1,2,1,0,4,50,335,0,7,4,0,3,7,0,0,0,778,0,2009,0,13,0,139500
8,1489,776,2,5,1489,4,0,7,0,0,2,1489,2,2006,2,4,2006,6,81.0,2006.0,16,11216,0,1,2,1,2,1,0,0,20,0,140,5,5,0,3,6,0,0,0,1489,0,2006,0,16,0,232600
10,2084,1220,2,5,2078,4,0,7,0,1636,0,2084,0,2008,0,4,2007,6,114.0,2007.0,14,14803,1,1,3,1,2,1,0,0,20,188,45,5,5,0,2,6,0,0,0,442,0,2008,0,14,0,385000
5,784,0,-1,5,784,-1,0,5,0,784,3,784,3,1950,2,-1,1924,8,50.0,1899.0,72,6130,1,1,0,1,1,0,0,2,45,0,0,6,4,1,2,5,0,0,0,0,116,2008,0,14,0,109500
7,1434,527,4,5,1454,4,0,6,0,20,2,1434,2,2001,2,4,2001,8,65.0,2001.0,21,8529,0,1,2,1,2,1,0,0,20,290,39,5,4,0,3,4,0,0,0,1434,0,2009,0,13,0,189000
5,2126,538,-1,0,1013,4,2,7,966,249,3,1160,3,1967,3,4,1967,8,20.0,1967.0,55,28698,0,1,2,1,2,0,764,4,60,486,0,5,0,1,3,6,225,0,1,0,0,2009,0,13,0,185000
7,1223,480,-1,5,600,4,0,4,623,0,2,520,2,2005,2,4,2005,8,24.0,2005.0,17,2544,0,1,2,1,2,0,0,0,160,0,166,5,4,1,2,7,0,80,1,600,0,2006,0,16,0,147400
6,1392,458,2,5,1392,4,0,6,0,1040,3,1392,3,1957,3,4,1957,8,80.0,1957.0,65,11900,1,1,2,1,1,2,0,4,20,0,0,5,4,0,3,6,192,0,1,352,0,2008,0,14,0,166000
7,1200,480,-1,5,600,4,0,4,600,0,3,520,2,2005,2,4,2005,8,30.0,2005.0,17,3180,0,1,2,1,2,0,0,0,160,0,166,5,4,1,2,6,0,80,1,600,0,2006,0,16,0,151000
7,1829,613,4,5,941,4,0,7,888,483,2,941,2,2003,2,4,2003,8,44.0,2003.0,19,9548,1,1,2,1,2,1,0,0,60,192,39,6,4,0,3,1,0,0,1,458,0,2010,0,12,0,237000
6,1516,472,-1,1,1516,4,0,6,0,196,3,1516,3,1964,3,4,1964,8,100.0,1964.0,58,10004,0,1,2,1,1,0,345,4,20,0,0,6,4,1,3,2,152,0,1,975,0,2009,0,13,0,167000
5,1144,456,-1,5,1144,4,0,6,0,572,3,1144,3,1961,3,4,1961,8,75.0,1961.0,61,7875,1,1,2,1,1,0,0,2,20,0,0,6,4,1,3,9,0,0,0,572,0,2008,0,14,0,139950
4,1067,436,-1,5,1067,4,0,4,0,442,3,1067,2,1995,2,4,1950,8,60.0,1996.0,27,9600,0,1,2,1,2,0,0,4,20,290,0,7,4,1,2,2,0,0,0,625,0,2010,0,12,0,128000
5,1559,812,-1,5,1559,4,0,5,0,338,3,1559,3,1973,3,4,1948,0,90.0,1948.0,49,8100,1,1,2,1,1,0,0,2,30,0,116,6,4,1,2,6,0,0,0,1221,230,2007,0,15,0,153500
6,987,264,-1,5,483,4,0,5,504,330,3,483,3,1973,3,4,1973,8,21.0,1973.0,49,1680,1,1,1,1,1,0,0,4,160,0,0,5,4,1,2,11,0,0,1,153,0,2008,0,14,0,100000
5,1099,352,-1,5,1099,4,0,6,0,0,3,1099,2,2006,2,4,1995,8,75.0,1999.0,16,9525,0,1,1,1,1,0,0,0,20,278,0,6,4,1,3,6,0,0,1,1099,0,2008,0,14,0,144000
5,1200,240,-1,5,768,4,0,6,432,352,3,768,3,1995,3,4,1946,8,70.0,1946.0,27,11767,0,1,1,1,1,0,0,0,50,0,0,6,4,1,3,5,0,0,0,416,0,2008,0,14,0,130500
6,1482,400,-1,5,672,4,0,7,672,156,3,810,3,1950,1,4,1925,8,20.0,1934.0,72,12155,0,0,1,1,2,0,0,4,70,0,0,8,4,1,4,3,0,0,0,516,254,2008,0,14,0,140000
5,1539,686,3,5,650,2,0,8,581,0,3,958,3,2002,2,4,1904,8,60.0,1983.0,20,10440,0,1,2,1,2,1,0,2,70,70,78,8,4,0,3,6,0,0,0,650,68,2008,0,14,0,157500
6,1165,490,-1,0,1127,2,0,6,0,312,3,1165,3,1966,3,2,1966,8,82.0,1966.0,56,9020,1,1,2,1,1,0,539,4,80,0,129,7,4,1,3,5,0,0,1,276,0,2008,0,14,0,174900
5,1800,0,-1,5,1800,-1,0,10,0,0,3,1800,3,1961,3,-1,1961,8,80.0,1899.0,61,8000,0,0,0,2,2,0,0,0,90,0,0,4,4,1,6,7,0,0,0,1800,0,2007,0,15,0,141000
5,1416,720,2,5,876,4,0,7,540,0,3,876,3,1950,3,4,1915,8,100.0,1949.0,72,12665,0,1,3,1,1,1,0,2,50,418,0,8,4,0,4,6,0,0,1,876,194,2008,0,14,0,153900
5,1701,611,4,5,1390,4,0,6,0,1390,3,1701,2,1981,3,4,1975,8,20.0,1975.0,41,16647,1,1,2,1,2,2,0,4,85,0,0,5,4,0,3,1,0,0,0,0,0,2007,0,15,0,171000
7,1775,425,4,5,740,4,0,7,769,513,2,1006,2,1993,2,4,1993,8,75.0,1993.0,29,9317,1,1,2,1,2,1,0,0,60,234,72,5,4,0,3,7,0,0,1,227,192,2009,0,13,0,213000
5,864,338,1,5,864,4,0,5,0,460,3,864,3,1972,3,4,1972,8,36.0,1972.0,50,15523,1,1,1,1,1,1,0,0,20,0,0,6,4,0,3,8,0,0,0,404,0,2009,0,13,0,133500
6,2358,360,2,5,907,1,0,10,1051,0,3,1307,3,1997,3,4,1908,8,75.0,1908.0,25,45600,0,1,2,1,3,1,0,4,50,486,40,8,4,0,5,9,175,0,0,907,0,2008,0,14,0,240000
6,1855,512,4,5,528,4,0,7,761,0,2,1094,3,1994,3,4,1976,8,80.0,1976.0,28,9600,0,1,2,1,2,1,0,0,80,113,100,7,4,0,3,8,0,0,1,528,0,2007,0,15,0,187000
6,848,420,-1,5,848,4,0,3,0,659,2,848,2,2003,2,4,2003,8,36.0,2003.0,19,4435,1,1,2,1,1,0,0,0,120,140,0,5,4,1,1,11,0,0,0,189,0,2007,0,15,0,131500
8,1456,400,4,5,1273,4,0,7,0,0,2,1456,2,2003,2,4,2003,8,20.0,2003.0,19,3196,0,1,2,1,2,1,0,0,120,143,20,5,4,0,2,5,0,0,0,1273,0,2006,0,16,0,215000
7,1646,240,2,5,918,4,0,7,728,364,3,918,3,1950,3,4,1941,8,53.0,1941.0,72,7128,0,1,1,1,2,2,0,2,75,0,0,5,4,0,4,8,126,0,0,554,0,2007,0,15,0,164000
6,1445,645,1,5,1127,4,0,7,0,564,3,1445,3,1964,3,4,1964,8,20.0,1964.0,58,12095,0,1,2,1,1,1,0,4,80,180,0,6,4,0,3,8,0,0,1,563,0,2009,0,13,0,158000
5,1779,454,2,4,1763,4,0,6,0,306,3,1779,3,1974,3,4,1955,8,102.0,1955.0,48,17920,1,1,2,1,1,1,1085,4,20,0,418,4,0,0,3,7,312,0,1,372,0,2006,0,16,0,170000
5,1040,260,-1,5,1040,4,0,6,0,659,3,1040,3,2010,3,4,1962,8,20.0,1962.0,12,6897,1,1,1,1,1,0,0,0,20,0,104,8,4,1,3,4,0,0,1,381,0,2010,0,12,0,127000
6,1026,576,-1,3,940,4,1,5,0,505,3,1026,2,1978,3,1,1978,8,20.0,1981.0,44,10970,1,1,2,1,1,0,435,4,80,0,0,6,4,1,3,10,0,0,0,0,34,2008,0,14,0,147000
6,1481,343,4,5,702,4,0,6,779,0,3,702,2,1995,3,4,1994,8,65.0,1994.0,27,8125,0,1,2,1,2,1,0,2,60,0,36,5,4,0,3,3,0,0,1,702,0,2009,0,13,0,174000
7,1370,479,4,5,1090,4,0,6,0,0,3,1370,2,1976,3,4,1976,8,80.0,1976.0,46,10400,0,1,2,1,2,1,0,4,20,0,0,5,3,0,3,6,0,0,0,1090,0,2009,0,13,0,152000
6,2654,619,2,5,1054,4,0,9,1142,619,3,1512,3,1984,2,4,1968,8,20.0,1968.0,38,11029,1,1,2,1,2,1,0,4,60,0,65,7,4,0,4,8,222,0,1,435,0,2006,0,16,0,250000
7,1426,216,2,5,912,4,0,7,514,0,2,912,3,1998,2,4,1918,8,55.0,1925.0,24,7642,0,1,1,1,1,1,0,2,50,0,240,8,4,0,3,6,0,0,1,912,0,2007,0,15,0,189950
5,1039,504,-1,5,1039,4,0,6,0,841,3,1039,3,1965,3,4,1965,8,75.0,1965.0,57,11625,1,1,2,1,1,0,0,0,190,0,0,4,4,1,3,4,0,0,1,198,0,2010,0,12,0,131500
6,1097,480,-1,5,1040,4,0,6,0,338,3,1097,2,1985,3,4,1984,8,81.0,1986.0,37,9672,0,1,2,1,2,0,0,4,20,0,0,5,4,1,3,5,0,0,0,702,0,2010,0,12,0,152000
5,1148,672,-1,5,1148,4,0,6,0,1148,3,1148,3,1959,3,4,1959,8,70.0,1959.0,63,7931,1,1,1,1,1,0,0,4,20,0,0,5,4,1,3,7,0,0,0,0,0,2009,0,13,0,132500
7,1372,529,-1,5,1372,4,0,6,0,0,2,1372,0,2008,2,4,2007,6,72.0,2008.0,14,8640,0,1,2,1,2,0,0,0,20,0,140,5,5,1,3,5,0,0,0,1372,0,2008,0,14,0,250580
5,1002,902,-1,5,1002,4,0,5,0,828,3,1002,3,1970,3,4,1970,8,20.0,1973.0,52,8750,1,1,2,1,1,0,0,4,20,0,0,6,4,1,3,8,0,0,0,174,0,2009,0,13,0,148500
8,1646,870,2,5,1638,4,0,6,0,0,2,1646,2,2007,2,4,2006,6,67.0,2007.0,15,10656,0,1,3,1,2,1,0,0,20,192,80,5,5,0,3,11,0,0,0,1638,0,2007,0,15,0,248900
4,1120,544,-1,5,1040,4,0,5,0,932,3,1120,3,1961,1,4,1961,8,85.0,1961.0,61,6970,1,1,2,1,1,0,0,4,20,168,0,5,4,1,3,5,0,0,1,108,0,2007,400,15,0,129000
5,2320,672,4,-1,0,4,0,7,720,0,3,1547,-1,1950,3,4,1948,8,20.0,1979.0,72,14762,0,1,2,1,2,1,0,2,60,120,144,6,4,0,2,5,0,53,0,0,0,2006,0,16,0,169000
7,1949,574,4,5,1050,4,0,8,887,750,2,1062,2,1994,2,4,1993,8,80.0,1993.0,28,9938,1,1,2,1,2,1,0,0,60,156,90,5,4,0,3,6,0,0,1,300,0,2010,0,12,0,236000
5,894,308,-1,5,894,4,0,5,0,0,3,894,3,1962,3,4,1962,8,60.0,1962.0,60,6600,0,0,1,1,1,0,0,2,20,0,0,5,4,1,2,8,0,0,0,894,0,2009,0,13,0,109500
6,1682,523,-1,5,804,4,0,7,878,505,3,804,2,1998,2,4,1998,8,70.0,1998.0,24,8750,0,1,2,1,2,0,0,0,60,0,77,5,4,1,3,6,0,0,1,299,0,2010,0,12,0,200500
